,RFxName,RFx_Received_Date__c,RFx_Type__c,Industry_x__c,Opportunity__c,AccountName,Division__c,USD_Price__c,StageName,Industry__c,Account_Country__c,Type,Name
424,The University of Iowa - Joint Regent Cyber Security Insurance and Services,2021-01-15 00:00:00.0000000,RFI (Request for Information),Education,0063z000016ZzaFAAS,University of Iowa - MDR - RFP - 150 Hours,Professional Services,45750.0,B. Gain Access,Education,US,,Global Services
425,Clarks VIM RFP,2020-08-21 00:00:00.0000000,RFP (Request for Proposal),Retail,0063z000015aT0SAAU,Clarks - Invoice Management,Enterprise Content Services,38961.72,Lost,Retail,GB,SAP driven by SAP,Sales
426,RheinEnergie AG-CS,2021-03-18 00:00:00.0000000,RFQ (Request for Quote),Utilities,0063z000015WY7jAAG,RheinEnergie AG-CS,Enterprise Content Services,37985.97,5. Propose Solution,Utilities,DE,Existing Customer - New Functionality,Sales
427,Saint Gobain Construction - VIM RFP,2020-11-19 00:00:00.0000000,RFP (Request for Proposal),Engineering & Construction,0063z000016XNprAAG,Captiva_Aerow_SAINT GOBAIN,Enterprise Content Services,37046.13,2. Gain Access,Industrial Manufacturing,FR,Existing Customer - New Functionality,Sales
428,"Spirit AeroSystems, Inc. - Supplier Distribution",2020-11-06 00:00:00.0000000,RFP (Request for Proposal),Aerospace & Defense,0063z000016AvwmAAC,Spirit AeroSystems-Supplier Exchange Initiative,Enterprise Content Services,36883.63,4. Develop Solution,Aerospace,US,Existing Customer - More Capacity,Sales
429,TFL - CCTV Analytics - RFP,2020-09-03 00:00:00.0000000,RFP (Request for Proposal),Public Sector,006D0000010lXNBIA2,TfL - Analytics CCTV,Enterprise Content Services,35309.84,Dropped,"Government - Justice, Public Order, and Safety",GB,Existing Customer - New Functionality,Sales
430,Fresenius Kabi Biosimilars Lic DCTM for Sharepoint only -,2020-08-14 00:00:00.0000000,RFQ (Request for Quote),Professional Services,0063z000013jUdRAAU,Fresenius Kabi Biosimilars SharePoint for LS 16.6.,Enterprise Content Services,34330.2,Won and Closed,Professional Services,DE,Existing Customer - New Functionality,Won and Closed
431,SEHA DMS RFP,2020-09-09 00:00:00.0000000,RFP (Request for Proposal),Healthcare,0063z0000168twZAAQ,SEHA_DMS,Enterprise Content Services,33619.53,5. Propose Solution,Healthcare,AE,New Customer,Sales
432,Jack Henry F2M,2020-09-01 00:00:00.0000000,RFP (Request for Proposal),Professional Services,0063z000015a27qAAA,Jack Henry Fax2mail Direct,CEM Sales,29724.5,Dropped,Professional Services,US,New Customer,Cloud
433,Engro xECM RFP,2021-01-04 00:00:00.0000000,RFI (Request for Information),Manufacturing,0063z000016XJLyAAO,Engro - xECM4SAP - SAP Royalty,Enterprise Content Services,29700.0,5. Propose Solution,Chemicals,PK,SAP driven by SAP,Sales
434,First Nations Health Authority - AppWorks,2020-08-13 00:00:00.0000000,EOI (Expression of Interest),Healthcare,0063z000015ZhbRAAS,FNH App works,Enterprise Content Services,28786.99,Dropped,Healthcare,CA,Existing Customer - New Functionality,Sales
435,Test - Not Real,2020-10-13 00:00:00.0000000,RFP (Request for Proposal),,0063z000015XWLkAAO,Cyber Citadel - EnCase,APAC Sales,26500.1,5. Propose Solution,High Tech,AU,New Customer,Sales
436,Government of Canada - Expert Services,2020-08-24 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000015YDXiAAO,CEM-PS - Gov't of Canada LO Expert Services CR3,Professional Services,25337.9,G. Booked,Government - Federal,CA,,Global Services
437,Order automation RFP,2021-03-31 00:00:00.0000000,RFP (Request for Proposal),,0063z000014XdLHAA0,Kemira_VIM_other documents,Enterprise Content Services,23870.68,4. Develop Solution,Chemicals,FI,SAP driven by SAP,Sales
438,United States Postal Service (USPS) - eDiscovery,2020-08-19 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000014X6eIAAS,USPS EDiscovery Initiative Legal Hold,US Public Sector Sales,21995.0,Dropped,Transportation & Distribution,US,New Customer,Sales
439,Sodexo - Litigation Hold - Legal,2021-02-12 00:00:00.0000000,RFI (Request for Information),Consumer Packaged Goods,0063z000017cfs2AAA,"Sodexo, Inc.- Legal Hold",LegalTech Sales,21995.0,5. Propose Solution,Food & Beverage Manufacturing,US,New Customer,Cloud
440,Freudenberg SE_VIM_SAP Royalty,2020-08-14 00:00:00.0000000,RFP (Request for Proposal),,0063z000013kE6bAAE,Freudenberg SE_VIM_SAP Royalty,Enterprise Content Services,21929.59,Dropped,Management of Companies & Enterprises,DE,SAP driven by SAP,Sales
441,Kirklees - ECM & Case Management - RFI,2020-12-01 00:00:00.0000000,RFI (Request for Information),,0063z000016YERvAAO,LCM - Kirklees,Enterprise Content Services,21819.7,4. Develop Solution,Government - Local,GB,New Customer,Sales
442,Ameren Services Co - VPOM Printer Paths,2020-10-20 00:00:00.0000000,RFP (Request for Proposal),Utilities,0063z000014XuH4AAK,AMEREN - VPOM Printer Paths - PO# 939920,Enterprise Content Services,20000.0,Won and Closed,Utilities,US,Existing Customer - New Functionality,Won and Closed
443,CCEP PDF Order Scanner,2020-08-24 00:00:00.0000000,RFP (Request for Proposal),Consumer Packaged Goods,006D0000010ljqgIAA,"CCEP - VIM (Order Entry Pilot) Part 1, Licences",Enterprise Content Services,17651.28,Dropped,Food & Beverage Manufacturing,DE,Existing Customer - New Functionality,Sales
444,"MongoDB, Inc.- Employee Relations Case Management/Filing Tool",2021-01-21 00:00:00.0000000,RFP (Request for Proposal),Computer Software,0063z000012jMtuAAE,MongoDB-xECM for SFSF-SAP Royalty-RFP - Observing,Indirect Sales,17496.0,Lost,Data Processing & Hosting Services,US,SAP driven by SAP,Cloud
445,County of Santa Barbara - Document Management,2020-07-24 00:00:00.0000000,RFQ (Request for Quote),Public Sector,0063z000015YjkyAAC,County of Santa Barbara - AX,US Public Sector Sales,15563.9,Lost,Government - Local,US,Existing Customer - New Functionality,Sales
446,Chrysaor RFP Supplier Invoice Processing,2020-11-13 00:00:00.0000000,RFP (Request for Proposal),Energy,0063z000015Y9ZQAA0,Chrysaor - Info Extraction - SAP Resell,Enterprise Content Services,12527.81,Lost,Oil & Gas,GB,SAP driven by SAP,Sales
447,Silicon Valley Bank - OCR/IDP  Platform,2021-01-21 00:00:00.0000000,RFP (Request for Proposal),Financial Services,0063z000016aJ90AAE,SVB Captiva RFP,Enterprise Content Services,11025.0,4. Develop Solution,Banking,US,Existing Customer - More Capacity,Sales
448,Novo Nordisk - InfoArchiving - RFP,2021-03-31 00:00:00.0000000,RFP (Request for Proposal),Healthcare,0063z000017cxg8AAA,"NovoNordisk, RMS & Archiving",Enterprise Content Services,10500.0,2. Gain Access,Healthcare,DK,Existing Customer - New Functionality,Sales
449,GIZ Blazon Erweiterung zu xECM for SF für Doctra,2021-03-18 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000011qdiLAAQ,GIZ Blazon Erweiterung zu xECM for SF für Doctra,Enterprise Content Services,10234.08,2. Gain Access,"Religious, Grantmaking & Civic Organizations",DE,Existing Customer - More Capacity,Sales
450,City of Los Angeles - Application and Cloud Professional Services,2020-08-21 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000015aOYFAA2,ASO_WST_City of LA - Documentum Services RateCard RFQ,Professional Services,8313.0,Dropped,Government - Local,US,,Global Services
451,Town of Georgina - Electronic Document Records Management System,2020-09-16 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z0000169J1lAAE,Town of Georgina,Indirect Sales,7537.68,Dropped,Government - Local,CA,New Customer/New Solution,Sales
452,Boehringer - Archive Factory,2020-12-03 00:00:00.0000000,RFP (Request for Proposal),Healthcare,0063z000016CBvRAAW,Boehringer - Archive Factory,Enterprise Content Services,4873.24,Lost,Healthcare,DE,Existing Customer - New Functionality,Cloud
453,Boehringer Ingelheim - RFI,2020-10-30 00:00:00.0000000,RFI (Request for Information),Healthcare,0063z000016CBvRAAW,Boehringer - Archive Factory,Enterprise Content Services,4873.24,Lost,Healthcare,DE,Existing Customer - New Functionality,Cloud
454,British Library - Data Consolidation and Insight - RFI,2020-11-02 00:00:00.0000000,RFI (Request for Information),Public Sector,0063z0000169rKpAAI,British Library - Magellan - Split Out Op Adjustment,Analytics & AI Sales,-227723.45,4. Develop Solution,Publishing & Information Services,GB,New Customer,Operations Adjustments
455,Leica RFP,2021-03-19 00:00:00.0000000,RFP (Request for Proposal),,0063z000017eNZeAAM,Leica Bio_Documentum,APAC Sales,,1. Identify Prospect,Banking,TC,New Customer,Sales
456,Texas Juvenile Justice Department (TJJD) - Youth Masterfile Records Document Man,2021-03-29 00:00:00.0000000,RFI (Request for Information),Public Sector,0063z000017eoggAAA,TX Juvenile Justice - Scanning Opportunity,US Public Sector Sales,,1. Identify Prospect,,US,New Customer,Sales
457,Government of Ontario - Headless Content Management System License,2020-11-30 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000016Y7YWAA0,Ministry of Education- TeamSite - RFP,CEM Sales,,Dropped,Government - Federal,CA,Existing Customer/New Solution,Sales
458,Cortisone ECMS - RFI,2021-03-17 00:00:00.0000000,RFI (Request for Information),Public Sector,006D000000x8zxKIAQ,MOD DMS - Cortisone 2 - Doc Mgmt,Enterprise Content Services,,1. Identify Prospect,Government - Federal,GB,Existing Customer - New Functionality,Sales
459,Valley National Bank - F2M,2021-02-11 00:00:00.0000000,RFP (Request for Proposal),,0063z000017cSEHAA2,VALLEY NATIONAL BANK - Fax RFP request,Business Network,,Dropped,Banking,US,Existing Customer - More Capacity,Cloud
460,Government of Alberta - Social Services Case Management,2021-02-03 00:00:00.0000000,RFI (Request for Information),Public Sector,0063z000016b7FqAAI,GOA- Social Services Case Mgmt,Enterprise Content Services,,2. Gain Access,Government - State/Provincial,CA,Existing Customer - New Functionality,Sales
461,TJX - MS AI,2021-02-12 00:00:00.0000000,RFI (Request for Information),Retail,0063z000017cVo1AAE,TJX_Cloud,Business Network,,2. Gain Access,Retail,US,SAP driven by SAP,Cloud
462,Steel Warehouse MS,2021-02-05 00:00:00.0000000,RFP (Request for Proposal),Manufacturing,0063z000016avdVAAQ,Steelwarehouse - ERP Change - Mapping Project,Business Network,,1. Identify Prospect,"Real Estate, Rental & Leasing",US,Existing Customer - New Functionality,Cloud
463,DAM for KTM (SAP Royalty Deal),2021-03-25 00:00:00.0000000,RFI (Request for Information),,0063z000017ev2uAAA,DAM for KTM SAP Royalty RFI,CEM Sales,,2. Gain Access,Wholesale,AT,SAP driven by SAP,Cloud
464,Heraeus Ext ECM for SAP SF - 3 years,2020-07-13 00:00:00.0000000,RFP (Request for Proposal),,0063z000013haXEAAY,Heraeus Ext ECM for SAP SF - 3 years- SaaS,Enterprise Content Services,,Dropped,Chemicals,DE,Existing Customer - New Functionality,Cloud
465,Westpac NZ - DAM RFP,2020-09-16 00:00:00.0000000,RFP (Request for Proposal),,0063z0000169L03AAE,Westpac NZ - OTMM,APAC Sales,,Dropped,Banking,NZ,New Customer,Sales
466,"Dominion	Energy Services, Inc. - Electronic Discovery Reference Model (EDRM) App",2021-02-11 00:00:00.0000000,RFP (Request for Proposal),Energy,0063z000017cfqGAAQ,Dominion Energy RFP,Security Sales,,2. Gain Access,Utilities,US,Existing Customer - New Functionality,Sales
467,Apple Inc. - Managed Review Services,2020-09-01 00:00:00.0000000,RFP (Request for Proposal),Computer Hardware,0063z000014X1lzAAC,Apple - Managed Review RFP,LegalTech Sales,,5. Propose Solution,High Tech,US,Existing Customer - New Functionality,Cloud
468,BD - MS AO AIC,2021-03-24 00:00:00.0000000,RFP (Request for Proposal),Healthcare,0063z000017eYxOAAU,BD - e-Invoicing,Business Network,,1. Identify Prospect,Healthcare,US,Existing Customer - New Functionality,Cloud
469,eSignature RFP,2021-01-25 00:00:00.0000000,RFP (Request for Proposal),Engineering & Construction,0063z000016aRrmAAE,Trelleborg AB - Global eSig,Enterprise Content Services,,Dropped,Management of Companies & Enterprises,SE,New Customer,Cloud
470,MOTC RFP Automation,2020-10-26 00:00:00.0000000,RFP (Request for Proposal),Public Sector,006D000000qfrpXIAQ,MOTC -Internal Automation - DCX,Enterprise Content Services,,5. Propose Solution,Government - Federal,QA,New Customer,Sales
471,Digital Asset Management and Preservation System,2021-01-11 00:00:00.0000000,RFP (Request for Proposal),Education,0063z000016a8GMAAY,Libraries Tasmania - DAM,APAC Sales,,Dropped,Education,AU,New Customer,Cloud
472,Dt- Bundesbank - Bereitstellung eines Datenintegrationstool für IDA,2020-09-18 00:00:00.0000000,ITT (Invitation to Tender),,,,,,,,,,
473,Ceva Global Archiving project,2020-09-21 00:00:00.0000000,RFP (Request for Proposal),Healthcare,,,,,,,,,
474,Lewisham and Greenwich NHS - Patient Monitoring,2020-11-10 00:00:00.0000000,RFI (Request for Information),Healthcare,,,,,,,,,
475,DCMS - Data Transformation,2020-11-12 00:00:00.0000000,ITT (Invitation to Tender),Public Sector,,,,,,,,,
476,CCS Digital Outcomes and Specailists Framework,2020-11-06 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
477,Frostburg State University - Enterprise Content Management,2020-09-24 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
478,Transport for London - Innovation Collaboration Framework,2020-11-24 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
479,Enmax Corporation - Records Mgmt and Compliance in M365,2021-03-26 00:00:00.0000000,RFP (Request for Proposal),Computer Software,,,,,,,,,
480,City of St Louis - Management and Reporting Software,2021-03-30 00:00:00.0000000,RFQ (Request for Quote),Public Sector,,,,,,,,,
481,Government of Alberta - Document Management and Support Services Service Alberta,2021-03-30 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
482,Axfood - HR Doc RFP,2021-03-31 00:00:00.0000000,RFP (Request for Proposal),Consumer Packaged Goods,,,,,,,,,
483,GSA Office of General Counsel - E-Discovery Software Licenses and Maintenance,2021-03-31 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
484,ONS - EOI for COVID related Data,2020-11-26 00:00:00.0000000,EOI (Expression of Interest),,,,,,,,,,
485,National Geospatial-Intelligence Agency (NGA)  - Integrated Library System-Futur,2021-03-22 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
486,General Tax Authority – Qatar RFP Portal Website,2021-03-22 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
487,PQQ - PS - HIL - Einführung ePA,2021-03-24 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
488,KTM I RFI zu DAM / PCM,2021-03-29 00:00:00.0000000,RFI (Request for Information),,,,,,,,,,
489,Anne Arundel County Public Schools - Digital Signature Workflow System,2021-03-26 00:00:00.0000000,RFI (Request for Information),Education,,,,,,,,,
490,Epiq - Enterprise Content Management System,2021-03-25 00:00:00.0000000,RFI (Request for Information),Legal,,,,,,,,,
491,UEA FOD Economie,2021-02-08 00:00:00.0000000,RFI (Request for Information),,,,,,,,,,
492,NRW Bank - RV Prozessmanagmenttool,2021-02-01 00:00:00.0000000,RFP (Request for Proposal),Financial Services,,,,,,,,,
493,Citizens Property Insurance Corporation (Citizens) - Enterprise Litigation Manag,2021-03-17 00:00:00.0000000,RFP (Request for Proposal),Insurance,,,,,,,,,
494,Sipperec - XM FAX RFP (Cloud/On-Prem),2021-03-16 00:00:00.0000000,RFP (Request for Proposal),Professional Services,,,,,,,,,
495,Coins DXP,2021-03-17 00:00:00.0000000,RFP (Request for Proposal),Engineering & Construction,,,,,,,,,
496,PQQ - W&W - DMS replacement IBM,2021-03-22 00:00:00.0000000,RFI (Request for Information),Financial Services,,,,,,,,,
497,Baltimore County Public Schools - Mass Notification Emergency Communication Syst,2021-02-12 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
498,National Treasury Management Acengy - Document Management & Collaboration - RFP,2021-02-22 00:00:00.0000000,RFP (Request for Proposal),,,,,,,,,,
499,Pacific Gas and Electric Company - Voice of the Customer (VOC) Platform,2021-03-03 00:00:00.0000000,RFI (Request for Information),Energy,,,,,,,,,
500,RFP - AWB GmbH - Workflowtool,2021-02-23 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
501,RBS Natwest Group RFI,2021-03-05 00:00:00.0000000,RFI (Request for Information),,,,,,,,,,
502,"Sellafield - Governance, risk management and compliance - RFI",2021-02-19 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
503,NHS Wales - DPS - Digital Patient Services,2021-01-11 00:00:00.0000000,RFP (Request for Proposal),Healthcare,,,,,,,,,
504,Manchester NHS - EDRMS - ITT,2021-01-21 00:00:00.0000000,RFP (Request for Proposal),Healthcare,,,,,,,,,
505,HSE Ireland - Information Management ITT,2021-01-18 00:00:00.0000000,ITT (Invitation to Tender),Healthcare,,,,,,,,,
506,Novo Nordisk - RM - RFI,2021-02-09 00:00:00.0000000,RFI (Request for Information),,,,,,,,,,
507,Commonwealth Bank AUS DCTM Upgrade Strategy,2021-02-10 00:00:00.0000000,RFI (Request for Information),Financial Services,,,,,,,,,
508,University of North Carolina Ashville - Website Refresh Project,2021-02-12 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
509,University of Oregon - Purchasing and Contracting Services (PCS),2020-12-22 00:00:00.0000000,RFQ (Request for Quote),Education,,,,,,,,,
510,The United States Air Force Foreign Military Sales - modernizing the Air Force,2020-12-22 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
511,Miami-Dade County - Capital Projects and Construction Management Solution,2021-01-07 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
512,DWP - Records Management Service - ITT,2021-01-04 00:00:00.0000000,ITT (Invitation to Tender),Public Sector,,,,,,,,,
513,"FCCI Insurance Group - Customer Communication Management, eSignature and Recorde",2021-01-11 00:00:00.0000000,RFI (Request for Information),Insurance,,,,,,,,,
514,Fairmont State University- Website Redesign,2021-01-11 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
515,Financial Services Client - eDiscovery,2020-12-07 00:00:00.0000000,RFI (Request for Information),Financial Services,,,,,,,,,
516,City of Westminster Council - IT Partner Framework,2020-12-07 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
517,Alberta Government - Advanced Analytics,2020-12-09 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
518,SaskPower - Application Managed Services,2020-12-09 00:00:00.0000000,RFP (Request for Proposal),Energy,,,,,,,,,
519,The Coal Authority - Data Management RFI,2020-12-17 00:00:00.0000000,RFI (Request for Information),,,,,,,,,,
520,Education Technology Joint Powers Authority - Web Design & Hosting,2020-12-22 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
521,The National Geospatial-Intelligence Agency (NGA) - Electronic Records Managemen,2021-02-08 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
522,SimpliSafe Inc. - Content Management System,2021-02-08 00:00:00.0000000,RFP (Request for Proposal),Retail,,,,,,,,,
523,University of Ottawa - Project Portfolio Management Software,2020-10-15 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
524,"State of Montana, Montana State Library -  Information Archive",2020-10-15 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
525,Oklahoma State University - Document Management & eSignature Platform,2020-12-07 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
526,"FCA - Sourcing, Category & Supplier Management Solution - RFI",2020-12-08 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
527,UK Parliament - Information Access Service,2021-01-26 00:00:00.0000000,ITT (Invitation to Tender),Public Sector,,,,,,,,,
528,YPO - Intelligent Automation Software Solution,2021-01-27 00:00:00.0000000,RFI (Request for Information),,,,,,,,,,
529,Barnardo's Ireland - ECM,2021-01-29 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
530,Molson Coors Beverage Company (MCBC),2021-01-29 00:00:00.0000000,RFP (Request for Proposal),Consumer Packaged Goods,,,,,,,,,
531,Met Office - Met Office Delivery Partnerships Framework,2021-02-04 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
532,Promocash - Refonte SI RFP (SAP),2021-02-04 00:00:00.0000000,RFP (Request for Proposal),Consumer Packaged Goods,,,,,,,,,
533,Government of Saskatchewan - Content Management System,2020-07-10 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
534,Government of Alberta - Application Master Services Agreement,2020-07-22 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
535,SPARK IT Framework - ITT,2020-07-22 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
536,County of Santa Barbara (DSS) - Document Imaging,2020-08-07 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
537,County of Los Angeles Department of Human Resources - AppWorks,2020-08-14 00:00:00.0000000,ITT (Invitation to Tender),Public Sector,,,,,,,,,
538,General Services Administration (GSA) Office - Regulations Management IT Support,2021-01-26 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
539,The St. Lawrence Seaway Management Corporation (SLSMC) -,2020-09-28 00:00:00.0000000,RFP (Request for Proposal),Travel,,,,,,,,,
540,QE Procurement NHS Framework,2020-09-17 00:00:00.0000000,RFP (Request for Proposal),Healthcare,,,,,,,,,
541,Fresenius - RFP Medical Care HR contract/document creation tool,2021-03-18 00:00:00.0000000,RFP (Request for Proposal),Healthcare,,,,,,,,,
542,University of Ottawa - Web Content Management System,2021-03-17 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
543,Wissenschaftsstadt Darmstadt - Einführung DMS,2021-03-21 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
544,WIPO - eTendering,2020-07-06 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
545,British Columbia Securities Commission - End Point Protection,2020-09-03 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
546,HSE Northern Ireland - Case Management,2020-09-11 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
547,CBC/Radio Canada - Cloud Services,2020-10-20 00:00:00.0000000,RFP (Request for Proposal),Media & Entertainment,,,,,,,,,
548,Birmingham Women’s & Children’s NHS Foundation Trust - ITT - EPR,2020-10-23 00:00:00.0000000,ITT (Invitation to Tender),Healthcare,,,,,,,,,
549,Bank of America - Supply Chain Management System,2020-10-26 00:00:00.0000000,RFP (Request for Proposal),Financial Services,,,,,,,,,
550,College of Southern Nevada  - TeamSite,2020-10-19 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
551,"Department of Business, Energy and Industrial Strateegy (BEIS) - RFI -HR Process",2020-10-08 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
552,Highways England - Framework - Market research RFI,2020-10-05 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
553,College of Southern Nevada - Digital Experience Platform and Web Redesign Servic,2020-10-09 00:00:00.0000000,RFP (Request for Proposal),Education,,,,,,,,,
554,CCS Records Management Framework,2020-11-26 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
555,York Region - Website Design and Consulting Services,2020-08-27 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
556,CBOI - Contracts Management - RFP,2020-09-03 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
557,CCS Records Management Framework,2020-09-24 00:00:00.0000000,EOI (Expression of Interest),Public Sector,,,,,,,,,
558,Jefferson County Colorado - Content Server to SharePoint,2020-09-29 00:00:00.0000000,RFP (Request for Proposal),,,,,,,,,,
559,Hydro Quebec - Digitization Services,2020-09-28 00:00:00.0000000,RFI (Request for Information),Energy,,,,,,,,,
560,CCS Framework - software & implementation,2020-11-18 00:00:00.0000000,RFP (Request for Proposal),Public Sector,,,,,,,,,
561,RWM - Site Characterisation Support Framework - RFI,2020-09-28 00:00:00.0000000,RFI (Request for Information),Public Sector,,,,,,,,,
562,University Hopsitals Birmingham - LIMS - PQQ,2020-10-08 00:00:00.0000000,RFI (Request for Information),Healthcare,,,,,,,,,
563,Vistaprint - Customer Care,2021-01-04 00:00:00.0000000,RFP (Request for Proposal),Media & Entertainment,0063z000016XlD4AAK,Vistaprint - Call Center,CEM Sales,,4. Develop Solution,Consumer Goods,US,New Customer,Cloud
564,CoBa P Digitales Postfach,2021-03-09 00:00:00.0000000,RFI (Request for Information),,0063z000017cjneAAA,CoBa P Digitales Postfach,CEM Sales,,Lost,Banking,DE,New Customer,Cloud
565,USDVA - RFC MS RF,2020-09-10 00:00:00.0000000,RFI (Request for Information),,0063z00001692T6AAI,USDVA (TAC) - ECFax via RFC Managed Services - Advantage Tech/AT&T/AWS,US Public Sector Sales,,3. Establish Needs,Government - Federal,US,New Customer,Cloud
566,Development of a Performance Measurement and Reporting System,2020-12-21 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000016Z5XoAAK,LGASA - ECM/Magellan,APAC Sales,,Dropped,Government - Federal,AU,Existing Customer - New Functionality,Sales
567,GIS Global - MS AO AIC,2020-12-23 00:00:00.0000000,RFI (Request for Information),,0063z000016Z2NsAAK,FIS - RFI,Business Network,,Dropped,Banking,US,Existing Customer - More Capacity,Cloud
568,Application Decommissioning RFP,2020-09-04 00:00:00.0000000,RFP (Request for Proposal),,006D00000105qPmIAI,EDP- Infoarchive - VILT,Enterprise Content Services,,Dropped,Utilities,PT,Existing Customer - New Functionality,Cloud
569,Bund_BeschA_New-DOMEA-Frame Contract,2020-12-21 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000015aL4RAAU,Bund_BeschA_Domea Framework contract,Enterprise Content Services,,5. Propose Solution,Government - Federal,DE,Existing Customer - More Capacity,Sales
570,MUFG Union Bank - eDiscovery Services,2020-07-23 00:00:00.0000000,RFP (Request for Proposal),Financial Services,0063z000014xylPAAQ,FOCUSED - MUFG - eDiscovery RFP,LegalTech Sales,,Lost,Banking,US,New Customer,Cloud
571,NHS RESL - XECM for SFDC - RFP,2021-03-23 00:00:00.0000000,RFP (Request for Proposal),Healthcare,0063z000017e9M5AAI,NHS RESL - XECM for SFDC,Enterprise Content Services,,2. Gain Access,Healthcare,GB,New Customer,Cloud
572,gkvi-RFx-Personalakte,2021-02-01 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000016asTZAAY,gkvi-RFx-Personalakte,Enterprise Content Services,,Dropped,Professional Services,DE,Existing Customer - New Functionality,Sales
573,HR SaaS Solution (SAP),2020-10-30 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000016BZWsAAO,COJO24 - SAP - SIRH,Enterprise Content Services,,Lost,"Religious, Grantmaking & Civic Organizations",FR,SAP driven by SAP,Cloud
574,Bexar County - County Clerk Preservation,2020-09-23 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z0000169csMAAQ,ASO-WST-Bexar County Clerk Preservation RFP,Professional Services,,Lost,Government - Federal,US,New Customer/New Solution,Global Services
575,Continental CLM,2020-08-31 00:00:00.0000000,RFQ (Request for Quote),Automotive,0063z000016874CAAQ,Continental CLM,Enterprise Content Services,,2. Gain Access,Automotive,DE,Existing Customer - New Functionality,Cloud
576,Windstream Fax2Mail,2020-12-07 00:00:00.0000000,RFP (Request for Proposal),Telecommunications,0063z000012ilTXAAY,Windstream/Broadview - XDDS for Healthcare,CEM Sales,,2. Gain Access,Telecommunications,US,Existing Customer - New Functionality,Cloud
577,MOTC RFP Assets information management System,2020-09-21 00:00:00.0000000,RFP (Request for Proposal),Public Sector,0063z000016ARO5AAO,MOTC - IAMS - DCX,Enterprise Content Services,,5. Propose Solution,Government - Federal,QA,Existing Customer - New Functionality,Sales
